epoch,train_loss,train_acc,test_acc
1,3.9482609518348712,8.714,12.31
2,3.334230818102122,18.296,20.27
3,2.887826990898308,26.25,27.64
4,2.557724306955362,32.902,30.46
5,2.315973912968355,38.244,34.66
6,2.1480275773636217,41.934,37.82
7,2.008178577703588,45.13,37.52
8,1.9079139964354923,47.29,40.13
9,1.814413693859754,49.542,45.69
10,1.7390895539232532,51.512,47.08
11,1.684229357773081,52.722,48.36
12,1.6200355672470443,54.248,47.68
13,1.5828337519979843,55.49,50.45
14,1.539174136603275,56.394,49.65
15,1.5017584525715664,57.344,48.83
16,1.4764907015559008,57.998,45.86
17,1.4457290111600285,58.644,51.65
18,1.4149106189113139,59.126,47.98
19,1.3939656010064323,60.312,51.3
20,1.3769485483998838,60.408,55.06
21,1.351332086736284,61.086,52.68
22,1.3362215188763025,61.226,53.75
23,1.314629350324421,62.04,52.32
24,1.2969189973743371,62.6,53.21
25,1.2833032656813521,63.078,52.58
26,1.2765636683425026,62.998,57.16
27,1.2586272433590706,63.444,55.47
28,1.2395074805030433,64.0,54.76
29,1.2315064659508903,64.206,56.07
30,1.222814189503565,64.3,56.21
31,1.2101731637249822,64.572,56.63
32,1.2025993951141376,64.848,55.38
33,1.1943934646713765,65.046,52.45
34,1.1875442734459782,65.276,55.29
35,1.1709201011206487,65.626,55.51
36,1.1695057432669813,65.564,56.67
37,1.1570626828066832,65.94,55.36
38,1.1504628019564598,66.236,55.13
39,1.143701186265482,66.316,56.67
40,1.1429151116734575,66.446,56.86
41,1.131304658739768,66.59,56.1
42,1.126912697959129,66.616,56.58
43,1.1262407063523217,66.864,53.18
44,1.1121669405561578,67.342,56.29
45,1.1041331088451474,67.46,54.62
46,1.1034000701916493,67.308,57.28
47,1.0964455959742025,67.744,54.8
48,1.0944754063625775,67.646,58.45
49,1.0846085897492022,67.592,55.22
50,1.089263242071547,67.81,54.98
51,1.0755163114089186,67.926,53.23
52,1.0831188579349567,68.04,57.95
53,1.069953846199738,68.244,57.95
54,1.062802038534218,68.398,58.57
55,1.0659359332240756,68.374,57.13
56,1.0606641665748928,68.402,57.84
57,1.0583972203762024,68.63,56.03
58,1.0517651208526337,68.788,56.0
59,1.052644565434712,68.752,56.24
60,1.0432559544473048,68.7,58.46
61,1.0459336825953724,68.85,55.92
62,1.0450426051988626,68.8,55.58
63,1.0293455241281357,69.386,53.93
64,1.0355162567189893,69.258,58.91
65,1.0324164805814737,69.386,53.9
66,1.0289410608808707,69.364,56.76
67,1.0214415495962743,69.236,58.61
68,1.014746544153794,69.826,59.8
69,1.0188097746475884,69.628,54.08
70,1.0136703672006613,69.796,58.0
71,1.0093407489149773,69.878,57.45
72,1.023267347641918,69.382,57.01
73,1.0086281406300148,69.972,55.4
74,1.002722158913722,69.806,56.46
75,1.0041723845864805,70.054,55.73
76,1.0093812477558166,69.75,57.1
77,1.0060215337806955,69.87,58.7
78,0.9931339124584442,70.27,57.07
79,1.001585925326628,70.034,57.72
80,1.0007409802483171,70.02,58.62
81,0.9980299068838739,70.36,58.41
82,0.9857522773620723,70.486,59.08
83,0.9948320359830052,70.082,56.6
84,0.9866630105716189,70.564,58.15
85,0.9779278825006217,70.78,59.0
86,0.987752803756148,70.19,57.02
87,0.9802324727673055,70.678,59.14
88,0.9836825356459069,70.652,56.37
89,0.9802954757914824,70.584,56.25
90,0.9772088803598643,70.55,58.27
91,0.9772145742040765,70.652,56.78
92,0.9677753416473603,71.07,56.75
93,0.9678439199162261,71.084,58.72
94,0.9745855439654396,71.026,54.78
95,0.9750074837213892,70.852,58.38
96,0.9774304936304117,70.788,57.04
97,0.9635311026707329,71.334,58.09
98,0.9577510073361799,70.978,56.84
99,0.9594129749271266,71.134,56.78
100,0.9683801662891417,70.806,57.27
101,0.7032368594728162,79.032,66.83
102,0.6284866430570403,81.282,67.54
103,0.6010267345039436,81.93,67.2
104,0.5824821260579102,82.542,67.43
105,0.5716280814479379,82.67,67.65
106,0.559192842839624,82.952,67.28
107,0.5472496350098144,83.374,67.48
108,0.5411102828162405,83.39,67.57
109,0.5295242755614278,84.06,67.58
110,0.5223373586259534,84.058,67.78
111,0.5185310119558173,84.196,67.65
112,0.511269416574322,84.35,67.34
113,0.5021895155729845,84.63,67.49
114,0.49931812019604244,84.618,67.27
115,0.4957348128109027,84.702,67.36
116,0.48480189810780916,84.972,67.28
117,0.48580060628673916,85.08,67.34
118,0.47566782345857156,85.39,67.18
119,0.4749710251150839,85.294,67.41
120,0.46954836648748355,85.408,67.35
121,0.4688197274494659,85.5,67.04
122,0.46139695333397907,85.872,66.84
123,0.45711547639363864,85.738,67.19
124,0.45811365053172004,85.892,67.47
125,0.4577073813856715,85.702,66.95
126,0.45119981090431016,85.978,67.22
127,0.45007206076551276,85.858,67.48
128,0.4484564190173088,85.944,67.15
129,0.43869005494257984,86.336,66.72
130,0.44276251626746427,86.268,66.81
131,0.4397340534288255,86.15,66.49
132,0.43273748137304546,86.56,66.96
133,0.4259104617797505,86.794,66.73
134,0.43447684441381096,86.316,66.84
135,0.4255717795751894,86.588,66.68
136,0.42621394709857835,86.57,66.54
137,0.42005918474148607,86.8,66.1
138,0.42000275149064903,86.712,66.74
139,0.420485897442264,86.82,66.4
140,0.41789468246347766,86.858,66.46
141,0.4183472272227792,86.766,66.44
142,0.41413146897655007,86.854,66.35
143,0.41483690732580314,86.968,66.62
144,0.41449606517696624,86.79,66.82
145,0.4106101042321881,87.09,66.44
146,0.4075508176365777,87.152,66.37
147,0.40401339923481805,87.326,66.25
148,0.4081396431950352,87.098,65.81
149,0.40760246395607436,87.014,66.53
150,0.40394378802203157,87.132,66.64
151,0.35701644123362763,88.976,67.16
152,0.3455674811778471,89.396,67.19
153,0.34326923758629946,89.506,67.15
154,0.3423633091818646,89.536,67.17
155,0.335501201774763,89.774,66.87
156,0.33697082643466225,89.72,67.01
157,0.33442568176847587,89.87,67.01
158,0.33572780441902483,89.82,66.86
159,0.3333314506675276,89.816,66.85
160,0.32890142020209673,89.96,66.86
161,0.3269465851890462,90.048,66.98
162,0.3279722910326765,90.018,67.02
163,0.32727433333311545,90.062,66.85
164,0.3309346459558248,89.892,66.8
165,0.32516046626793454,90.14,67.16
166,0.32293190595591464,90.168,67.15
167,0.3267507426574102,90.0,67.19
168,0.3218773420890579,90.166,67.01
169,0.3266569316539618,90.086,67.09
170,0.32263350909780664,90.094,67.05
171,0.32187232154104717,90.22,67.05
172,0.3231112039302621,90.17,66.87
173,0.32114236582727995,90.244,67.08
174,0.3197386858941954,90.318,67.08
175,0.3221270950401531,90.172,67.19
176,0.3186950435876236,90.242,66.91
177,0.31935662926767794,90.2,66.97
178,0.3177341699142895,90.086,67.0
179,0.31696645183788846,90.442,66.97
180,0.31621817169744343,90.402,67.02
181,0.31697184983116894,90.4,66.96
182,0.3182036913645542,90.418,66.88
183,0.3149030109119537,90.396,66.99
184,0.31724523015491796,90.376,66.81
185,0.3138876138517009,90.432,66.81
186,0.315261323052599,90.328,66.91
187,0.31320179937898046,90.444,66.91
